GPT3_token,GPT3,sentence_id,sent,sent_index
 remember,4.8292413,25,We all remember that the convict brought a gun into the prison two weeks ago,3
 that,2.4789367,25,We all remember that the convict brought a gun into the prison two weeks ago,4
 the,3.0161514,25,We all remember that the convict brought a gun into the prison two weeks ago,5
 convict,12.841646,25,We all remember that the convict brought a gun into the prison two weeks ago,6
 brought,7.5867825,25,We all remember that the convict brought a gun into the prison two weeks ago,7
 a,3.069733,25,We all remember that the convict brought a gun into the prison two weeks ago,8
 gun,2.5524926,25,We all remember that the convict brought a gun into the prison two weeks ago,9
 into,1.6331223,25,We all remember that the convict brought a gun into the prison two weeks ago,10
 the,0.54747695,25,We all remember that the convict brought a gun into the prison two weeks ago,11
 prison,1.3950493,25,We all remember that the convict brought a gun into the prison two weeks ago,12
 two,8.364915,25,We all remember that the convict brought a gun into the prison two weeks ago,13
 weeks,1.3536214,25,We all remember that the convict brought a gun into the prison two weeks ago,14
 ago,0.2527781,25,We all remember that the convict brought a gun into the prison two weeks ago,15
We,-0,26,We all remember what the convict brought into the prison two weeks ago,1
 all,5.223874,26,We all remember what the convict brought into the prison two weeks ago,2
 remember,4.8310723,26,We all remember what the convict brought into the prison two weeks ago,3
 what,3.0486305,26,We all remember what the convict brought into the prison two weeks ago,4
 the,3.4199622,26,We all remember what the convict brought into the prison two weeks ago,5
 convict,13.15938,26,We all remember what the convict brought into the prison two weeks ago,6
 brought,7.756218,26,We all remember what the convict brought into the prison two weeks ago,7
 into,2.87698,26,We all remember what the convict brought into the prison two weeks ago,8
 the,0.74130833,26,We all remember what the convict brought into the prison two weeks ago,9
 prison,3.4890413,26,We all remember what the convict brought into the prison two weeks ago,10
 two,7.483984,26,We all remember what the convict brought into the prison two weeks ago,11
 weeks,1.6962752,26,We all remember what the convict brought into the prison two weeks ago,12
 ago,0.24361418,26,We all remember what the convict brought into the prison two weeks ago,13
We,-0,27,We all remember that the convict brought into the prison two weeks ago,1
 all,5.224582,27,We all remember that the convict brought into the prison two weeks ago,2
 remember,4.8296256,27,We all remember that the convict brought into the prison two weeks ago,3
 that,2.4785354,27,We all remember that the convict brought into the prison two weeks ago,4
 the,3.0144792,27,We all remember that the convict brought into the prison two weeks ago,5
 convict,12.837114,27,We all remember that the convict brought into the prison two weeks ago,6
 brought,7.587562,27,We all remember that the convict brought into the prison two weeks ago,7
 into,3.589438,27,We all remember that the convict brought into the prison two weeks ago,8
 the,0.7560924,27,We all remember that the convict brought into the prison two weeks ago,9
 prison,3.509621,27,We all remember that the convict brought into the prison two weeks ago,10
 two,6.2142773,27,We all remember that the convict brought into the prison two weeks ago,11
 weeks,5.012346,27,We all remember that the convict brought into the prison two weeks ago,12
 ago,0.49149895,27,We all remember that the convict brought into the prison two weeks ago,13
My,-0,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,1
 friend,4.252096,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,2
 reported,8.935482,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,3
 what,5.3509917,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,4
 the,3.2172823,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,5
 company,6.374577,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,6
 will,7.7035356,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,7
 sell,6.4798675,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,8
 multiple,9.960363,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,9
 assets,6.770005,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,10
 to,1.7621005,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,11
 benefit,7.3524523,28,My friend reported what the company will sell multiple assets to benefit stock holders over the subsequent quarter,12
