token,logprob,offset,line
 workers,-7.6468782,44,58
 repaired,-10.1873,52,58
 for,-6.63684,61,58
 the,-1.9520379,65,58
 town,-4.096594,69,58
 over,-6.0007043,74,58
 the,-0.62885064,79,58
 summer,-3.7664554,83,58
 .,-7.5640726,90,58
The,,0,59
 mayor,-8.038346,3,59
 told,-4.8960075,9,59
 me,-2.6839118,14,59
 that,-1.3643365,17,59
 with,-6.2735553,22,59
 public,-7.567045,27,59
 funds,-3.9464085,34,59
 the,-4.228498,40,59
 workers,-7.130742,44,59
 repaired,-9.265983,52,59
 for,-7.751072,61,59
 the,-1.8141135,65,59
 town,-4.6157393,69,59
 over,-5.691696,74,59
 the,-1.9507605,79,59
 summer,-4.3779554,83,59
 .,-8.466628,90,59
My,,0,60
 friend,-4.2513695,2,60
 remembers,-9.264893,9,60
 what,-5.2103996,19,60
 secretly,-13.664444,24,60
 the,-5.518282,33,60
 government,-5.7666583,37,60
 collected,-9.458433,48,60
 sensitive,-8.7660055,58,60
 data,-1.6101692,68,60
 about,-2.663437,73,60
 foreign,-6.030338,79,60
 threats,-8.301319,87,60
 using,-6.1801133,95,60
 illegal,-4.9747195,101,60
 methods,-1.771513,109,60
 .,-6.0922937,117,60
My,,0,61
 friend,-4.2513695,2,61
 remembers,-9.264893,9,61
 that,-2.1490743,19,61
 secretly,-13.048935,24,61
 the,-3.8137407,33,61
 government,-5.8684535,37,61
 collected,-8.069801,48,61
 sensitive,-7.1348524,58,61
 data,-1.7313322,68,61
 about,-1.8711853,73,61
 foreign,-5.8433347,79,61
 threats,-8.131823,87,61
 using,-5.90083,95,61
 illegal,-4.726585,101,61
 methods,-1.3964987,109,61
 .,-7.0639153,117,61
My,,0,62
 friend,-4.25147,2,62
 remembers,-9.262519,9,62
 what,-5.213005,19,62
 secretly,-13.666953,24,62
 the,-5.522138,33,62
 government,-5.766759,37,62
 collected,-9.458871,48,62
 about,-3.8134801,58,62
 foreign,-6.838186,64,62
 threats,-6.224401,72,62
 using,-7.387316,80,62
 illegal,-4.8736706,86,62
 methods,-1.962344,94,62
 .,-6.699181,102,62
My,,0,63
 friend,-4.251172,2,63
 remembers,-9.255073,9,63
 that,-2.1614773,19,63
 secretly,-13.042292,24,63
 the,-3.8150158,33,63
 government,-5.870038,37,63
 collected,-8.076174,48,63
 about,-6.6803155,58,63
 foreign,-10.463998,64,63
 threats,-8.638035,72,63
 using,-7.052307,80,63
 illegal,-5.902711,86,63
 methods,-1.3104692,94,63
 .,-6.434676,102,63
The,,0,64
 newspaper,-8.602502,3,64
 said,-2.2778952,13,64
 what,-8.212108,18,64
 secretly,-12.406656,23,64
 the,-7.5561614,32,64
 neighbors,-8.697831,36,64
 sold,-9.251794,46,64
 a,-4.051065,51,64
 convertible,-11.381983,53,64
 to,-2.7323117,65,64
 the,-1.4105521,68,64
 new,-5.723633,72,64
 couple,-4.21539,76,64
 last,-6.381842,83,64
 month,-2.2741954,88,64
 .,-7.070056,94,64
The,,0,65
 newspaper,-8.602727,3,65
 said,-2.2785065,13,65
 that,-1.8059587,18,65
 secretly,-11.498229,23,65
 the,-4.5275273,32,65
 neighbors,-10.013155,36,65
 sold,-7.4067044,46,65
 a,-3.801604,51,65
 convertible,-11.039262,53,65
 to,-2.5667555,65,65
 the,-1.7376298,68,65
 new,-5.542717,72,65
 couple,-3.5099437,76,65
 last,-6.405652,83,65
 month,-2.1715443,88,65
 .,-8.3733635,94,65
The,,0,66
 newspaper,-8.601984,3,66
 said,-2.276311,13,66
 what,-8.216674,18,66
 secretly,-12.405847,23,66
 the,-7.549727,32,66
 neighbors,-8.704705,36,66
 sold,-9.278087,46,66
 to,-2.1962214,51,66
 the,-0.90270126,54,66
 new,-5.9342694,58,66
 couple,-4.3098745,62,66
 last,-7.4088097,69,66
 month,-2.0084646,74,66
 .,-8.050456,80,66
The,,0,67
 newspaper,-8.601984,3,67
 said,-2.2763112,13,67
 that,-1.8064454,18,67
 secretly,-11.508325,23,67
 the,-4.528923,32,67
 neighbors,-10.02707,36,67
 sold,-7.4128604,46,67
 to,-4.8659954,51,67
 the,-0.912094,54,67
 new,-5.3600144,58,67
 couple,-5.0799556,62,67
 last,-8.306705,69,67
 month,-3.1113572,74,67
 .,-7.946355,80,67
Our,,0,68
 neighbor,-9.055881,3,68
 said,-4.6432414,12,68
 what,-7.031979,17,68
 we,-2.5645118,22,68
 believe,-5.516852,25,68
 the,-4.6149063,33,68
 student,-7.643711,37,68
 sent,-8.997912,45,68
 a,-2.3234615,50,68
 package,-7.2813954,52,68
 to,-0.8489063,60,68
 her,-2.467342,63,68
 mother,-3.2886906,67,68
 over,-7.158242,74,68
 a,-2.9353516,79,68
 week,-1.4574566,81,68
 ago,-0.05900216,86,68
 .,-7.971028,90,68
Our,,0,69
 neighbor,-9.055963,3,69
 said,-4.6433263,12,69
 that,-1.9191439,17,69
 we,-3.427532,22,69
 believe,-9.540712,25,69
 the,-2.8701887,33,69
 student,-8.069811,37,69
 sent,-8.180184,45,69
 a,-1.8725828,50,69
 package,-5.3145275,52,69
 to,-0.8727029,60,69
 her,-2.5424457,63,69
 mother,-3.0214884,67,69
 over,-7.3367486,74,69
 a,-2.6511083,79,69
 week,-1.4455578,81,69
 ago,-0.079682715,86,69
 .,-8.166906,90,69
Our,,0,70
 neighbor,-9.056024,3,70
 said,-4.640381,12,70
 what,-7.01936,17,70
 we,-2.5676277,22,70
 believe,-5.5107594,25,70
 the,-4.602588,33,70
 student,-7.6425786,37,70
 sent,-8.960626,45,70
 to,-1.5257533,50,70
 her,-1.6938461,53,70
 mother,-3.3232968,57,70
 over,-6.1495223,64,70
 a,-3.2471209,69,70
 week,-5.4965644,71,70
 ago,-0.13426262,76,70
 .,-7.786797,80,70
Our,,0,71
 neighbor,-9.056024,3,71
 said,-4.640381,12,71
 that,-1.9189919,17,71
 we,-3.4274273,22,71
 believe,-9.54214,25,71
 the,-2.8689134,33,71
 student,-8.058131,37,71
 sent,-8.170612,45,71
 to,-3.335404,50,71
 her,-4.3046794,53,71
 mother,-4.934001,57,71
 over,-6.7259636,64,71
 a,-2.8908558,69,71
 week,-3.3150618,71,71
 ago,-0.100740224,76,71
 .,-7.5088463,80,71
My,,0,72
 friend,-4.25114,2,72
 told,-4.573866,9,72
 me,-0.09058265,14,72
 who,-8.110374,17,72
 recently,-10.550179,21,72
 the,-8.231939,30,72
 university,-7.029977,34,72
 hired,-5.6864085,45,72
 a,-0.8493432,51,72
 new,-1.0749764,53,72
 administrator,-6.021702,57,72
 to,-1.8617536,71,72
 help,-2.8603563,74,72
 with,-1.564252,79,72
 increased,-8.993875,84,72
 enrollment,-1.2302879,94,72
 for,-4.103307,105,72
 the,-0.9584068,109,72
 following,-5.733873,113,72
 year,-0.5921581,123,72
 .,-7.4653344,128,72
My,,0,73
 friend,-4.251825,2,73
 told,-4.5745115,9,73
 me,-0.09071493,14,73
 that,-1.38915,17,73
 recently,-7.871661,22,73
 the,-3.1076725,31,73
 university,-6.1506653,35,73
 hired,-4.914231,46,73
 a,-0.6619219,52,73
 new,-0.9450092,54,73
 administrator,-4.9940314,58,73
 to,-1.4713123,72,73
 help,-2.8652773,75,73
 with,-1.7277039,80,73
 increased,-9.05118,85,73
 enrollment,-1.1964179,95,73
 for,-4.463453,106,73
 the,-0.8611347,110,73
 following,-5.3959455,114,73
 year,-0.53838235,124,73
 .,-8.608544,129,73
My,,0,74
 friend,-4.2518425,2,74
 told,-4.5727606,9,74
 me,-0.09174552,14,74
 who,-8.103364,17,74
 recently,-10.567686,21,74
 the,-8.225467,30,74
 university,-7.028858,34,74
 hired,-5.684122,45,74
 to,-3.9669914,51,74
 help,-3.5193589,54,74
 with,-1.6457,59,74
 increased,-9.159688,64,74
 enrollment,-1.246193,74,74
 for,-3.7365367,85,74
 the,-1.0342774,89,74
 following,-6.171884,93,74
 year,-0.64512295,103,74
 .,-7.1199427,108,74
My,,0,75
 friend,-4.250897,2,75
 told,-4.5790577,9,75
 me,-0.0901983,14,75
 that,-1.3884839,17,75
 recently,-7.880885,22,75
 the,-3.1042972,31,75
 university,-6.151317,35,75
 hired,-4.9156585,46,75
 to,-7.775264,52,75
 help,-3.6088715,55,75
 with,-1.6843922,60,75
 increased,-8.70947,65,75
 enrollment,-1.0732224,75,75
 for,-3.9895635,86,75
 the,-0.9973537,90,75
 following,-6.001099,94,75
 year,-0.4728175,104,75
 .,-7.689895,109,75
She,,0,76
 can,-5.414426,3,76
 not,-5.321576,7,76
 believe,-4.2821183,11,76
 what,-2.435386,19,76
 recently,-11.474807,24,76
 my,-10.151461,33,76
 friend,-3.3268905,36,76
 stole,-8.31721,43,76
 a,-2.6171095,49,76
 candy,-6.0203233,51,76
 bar,-0.91565603,57,76
 from,-0.778219,61,76
 the,-1.0004724,66,76
 store,-1.4495773,70,76
 when,-4.8551817,76,76
 he,-1.7362036,81,76
 was,-0.42909774,84,76
 young,-3.481515,88,76
 .,-4.792798,94,76
She,,0,77
 can,-5.414551,3,77
 not,-5.324852,7,77
 believe,-4.285564,11,77
 that,-1.5450808,19,77
 recently,-10.643329,24,77
 my,-6.2936816,33,77
 friend,-4.2041163,36,77
 stole,-7.423708,43,77
 a,-2.334559,49,77
 candy,-5.871989,51,77
 bar,-0.79581904,57,77
 from,-0.68116623,61,77
 the,-0.89476913,66,77
 store,-1.4483253,70,77
 when,-4.731902,76,77
 he,-1.6624159,81,77
 was,-0.47610852,84,77
 young,-3.8167884,88,77
 .,-4.734647,94,77
She,,0,78
 can,-5.414895,3,78
 not,-5.325824,7,78
 believe,-4.2805204,11,78
 what,-2.438859,19,78
 recently,-11.470734,24,78
 my,-10.096574,33,78
 friend,-3.3308012,36,78
 stole,-8.314346,43,78
 from,-1.3545668,49,78
 the,-2.7162707,54,78
 store,-2.6230104,58,78
 when,-5.69752,64,78
 he,-1.8988593,69,78
 was,-1.112698,72,78
 young,-4.284881,76,78
 .,-5.068278,82,78
She,,0,79
 can,-5.414895,3,79
 not,-5.325824,7,79
 believe,-4.2805204,11,79
 that,-1.5463572,19,79
 recently,-10.662196,24,79
 my,-6.284631,33,79
 friend,-4.2000914,36,79
 stole,-7.4167566,43,79
 from,-3.0340912,49,79
 the,-2.6135678,54,79
 store,-2.792167,58,79
 when,-6.0434365,64,79
 he,-1.9091661,69,79
 was,-0.89876753,72,79
 young,-3.643452,76,79
 .,-5.3314424,82,79
Our,,0,80
 neighbor,-9.055883,3,80
 reminded,-9.015629,12,80
 us,-0.62298614,21,80
 what,-5.5549154,24,80
 with,-9.907983,29,80
 effort,-10.817993,34,80
 the,-4.13004,41,80
 truck,-8.702849,45,80
 dragged,-7.9452305,51,80
 the,-1.7172544,59,80
 car,-3.187986,63,80
 out,-1.6977849,67,80
 of,-0.48169607,71,80
 the,-0.1501761,74,80
 swamp,-4.908047,78,80
 last,-7.42881,84,80
 spring,-3.4816086,89,80
 .,-6.681975,96,80
Our,,0,81
 neighbor,-9.055883,3,81
 reminded,-9.015629,12,81
 us,-0.62298614,21,81
 that,-0.81207156,24,81
 with,-6.5401654,29,81
 effort,-9.408942,34,81
 the,-4.58448,41,81
 truck,-9.21372,45,81
 dragged,-9.3725,51,81
 the,-1.8365036,59,81
 car,-2.687185,63,81
 out,-1.4726076,67,81
 of,-0.49611598,71,81
 the,-0.11220166,74,81
 swamp,-5.232231,78,81
 last,-7.5608907,84,81
 spring,-3.4019246,89,81
 .,-7.3385363,96,81
Our,,0,82
 neighbor,-9.055963,3,82
 reminded,-9.018209,12,82
 us,-0.63555974,21,82
 what,-5.5510397,24,82
 with,-9.9204445,29,82
 effort,-10.801924,34,82
 the,-4.126419,41,82
 truck,-8.698261,45,82
 dragged,-7.942484,51,82
 out,-2.972749,59,82
 of,-1.0449973,63,82
 the,-0.2822278,66,82
 swamp,-4.33861,70,82
 last,-5.373045,76,82
 spring,-3.017258,81,82
 .,-6.6504574,88,82
Our,,0,83
 neighbor,-9.055963,3,83
 reminded,-9.018209,12,83
 us,-0.63555974,21,83
 that,-0.8108591,24,83
 with,-6.5417166,29,83
 effort,-9.4024,34,83
 the,-4.594277,41,83
 truck,-9.21985,45,83
 dragged,-9.375145,51,83
 out,-2.99004,59,83
 of,-0.86331,63,83
 the,-0.19360353,66,83
 swamp,-4.2912874,70,83
 last,-5.70464,76,83
 spring,-3.2897503,81,83
 .,-7.881857,88,83
The,,0,84
 shop,-9.0422125,3,84
 owner,-2.5824099,8,84
 told,-3.9088945,14,84
 me,-2.226975,19,84
 what,-5.086406,22,84
 with,-10.866696,27,84
 care,-11.697024,32,84
 the,-4.064155,37,84
 chef,-8.186783,41,84
 prepared,-3.8078167,46,84
 a,-3.4563704,55,84
 great,-4.9387617,57,84
 meal,-1.6032447,63,84
 for,-1.1855547,68,84
 the,-2.497361,72,84
 guests,-4.035215,76,84
 yesterday,-6.71939,83,84
 evening,-3.2068515,93,84
 .,-6.698792,101,84
The,,0,85
 shop,-9.0422125,3,85
 owner,-2.5824099,8,85
 told,-3.9088945,14,85
 me,-2.226975,19,85
 that,-1.0178028,22,85
 with,-6.5517044,27,85
 care,-8.076497,32,85
 the,-2.6524649,37,85
 chef,-10.168826,41,85
 prepared,-9.260957,46,85
 a,-2.668505,55,85
 great,-4.1887693,57,85
 meal,-1.7935045,63,85
 for,-1.5351315,68,85
 the,-2.251528,72,85
 guests,-4.245183,76,85
 yesterday,-8.335192,83,85
 evening,-3.2107499,93,85
 .,-7.1299314,101,85
The,,0,86
 shop,-9.042129,3,86
 owner,-2.580391,8,86
 told,-3.9188974,14,86
 me,-2.2180111,19,86
 what,-5.080943,22,86
 with,-10.870588,27,86
 care,-11.690126,32,86
 the,-4.0583606,37,86
 chef,-8.181204,41,86
 prepared,-3.8102572,46,86
 for,-3.2510662,55,86
 the,-2.1513295,59,86
 guests,-4.1383224,63,86
 yesterday,-6.1158175,70,86
 evening,-3.1735015,80,86
 .,-6.438937,88,86
The,,0,87
 shop,-9.042246,3,87
 owner,-2.5708685,8,87
 told,-3.9180324,14,87
 me,-2.2225795,19,87
 that,-1.0209892,22,87
 with,-6.5537047,27,87
 care,-8.087409,32,87
 the,-2.6508346,37,87
 chef,-10.161788,41,87
 prepared,-9.200377,46,87
 for,-4.1153455,55,87
 the,-1.8136244,59,87
 guests,-4.6726766,63,87
 yesterday,-8.534625,70,87
 evening,-3.319807,80,87
 .,-7.2355742,88,87
My,,0,88
 sister,-5.042786,2,88
 told,-4.5997825,9,88
 me,-0.1860825,14,88
 what,-4.2394223,17,88
 we,-6.3537483,22,88
 believe,-7.1779256,25,88
 the,-5.5346684,33,88
 newspaper,-9.768347,37,88
 published,-6.4256725,47,88
 a,-4.1286364,57,88
 long,-4.8821516,59,88
 story,-3.4268587,64,88
 about,-0.67285335,70,88
 the,-1.6389753,76,88
 mayor,-7.589335,80,88
 last,-5.6408863,86,88
 month,-2.8719409,91,88
 .,-6.5458264,97,88
My,,0,89
 sister,-5.043407,2,89
 told,-4.59613,9,89
 me,-0.18514752,14,89
 that,-1.4929135,17,89
 we,-4.5346174,22,89
 believe,-8.823131,25,89
 the,-2.9125698,33,89
 newspaper,-9.29181,37,89
 published,-5.44686,47,89
 a,-1.9158913,57,89
 long,-7.3794847,59,89
 story,-2.6269906,64,89
 about,-0.757626,70,89
 the,-1.4347243,76,89
 mayor,-6.997444,80,89
 last,-5.6618333,86,89
 month,-2.8941214,91,89
 .,-7.194731,97,89
My,,0,90
 sister,-5.043162,2,90
 told,-4.598661,9,90
 me,-0.18523955,14,90
 what,-4.241392,17,90
 we,-6.359767,22,90
 believe,-7.183892,25,90
 the,-5.5369973,33,90
 newspaper,-9.776545,37,90
 published,-6.4396043,47,90
 about,-2.426862,57,90
 the,-2.3309247,63,90
 mayor,-6.6529694,67,90
 last,-5.3747406,73,90
 month,-3.0016575,78,90
 .,-7.149819,84,90
My,,0,91
 sister,-5.0433664,2,91
 told,-4.593618,9,91
 me,-0.1865153,14,91
 that,-1.4935902,17,91
 we,-4.5420313,22,91
 believe,-8.8279705,25,91
 the,-2.9140942,33,91
 newspaper,-9.303643,37,91
 published,-5.446653,47,91
 about,-6.2172394,57,91
 the,-2.771966,63,91
 mayor,-7.944703,67,91
 last,-7.2974257,73,91
 month,-2.6114848,78,91
 .,-7.516237,84,91
We,,0,92
 remember,-7.358386,2,92
 what,-3.8521068,11,92
 warm,-11.156001,16,92
ly,-3.799483,21,92
 our,-5.933857,23,92
 new,-6.6078315,27,92
 friend,-3.2112038,31,92
 brought,-6.9688225,38,92
 a,-4.782778,46,92
 large,-4.3801007,48,92
 present,-5.7496567,54,92
 to,-2.0440428,62,92
 the,-1.4260403,65,92
 birthday,-4.073756,69,92
 party,-0.938572,78,92
 last,-5.9288306,84,92
 weekend,-4.0723076,89,92
 .,-6.5779824,97,92
We,,0,93
 remember,-7.358523,2,93
 that,-2.3290076,11,93
 warm,-9.9773655,16,93
ly,-4.490661,21,93
 our,-6.9050937,23,93
 new,-7.404349,27,93
 friend,-2.4320123,31,93
 brought,-7.8127823,38,93
 a,-2.9263868,46,93
 large,-4.1278534,48,93
 present,-5.8367305,54,93
 to,-2.4822907,62,93
 the,-1.3941225,65,93
 birthday,-4.9433494,69,93
 party,-1.3751357,78,93
 last,-6.1881633,84,93
 weekend,-3.7439933,89,93
 .,-6.224231,97,93
We,,0,94
 remember,-7.3582683,2,94
 what,-3.847457,11,94
 warm,-11.144341,16,94
ly,-3.8037689,21,94
 our,-5.946908,23,94
 new,-6.6105413,27,94
 friend,-3.2206774,31,94
 brought,-6.9537225,38,94
 to,-2.809664,46,94
 the,-2.0008745,49,94
 birthday,-7.652271,53,94
 party,-0.9204976,62,94
 last,-4.6415834,68,94
 weekend,-3.771746,73,94
 .,-6.8101525,81,94
We,,0,95
 remember,-7.3582683,2,95
 that,-2.3307421,11,95
 warm,-9.981472,16,95
ly,-4.5001616,21,95
 our,-6.9101653,23,95
 new,-7.4080086,27,95
 friend,-2.4337592,31,95
 brought,-7.8235507,38,95
 to,-2.7438936,46,95
 the,-1.9653144,49,95
 birthday,-7.7177677,53,95
 party,-0.67469126,62,95
 last,-6.203795,68,95
 weekend,-3.4092019,73,95
 .,-6.733105,81,95
I,,0,96
 know,-4.262708,1,96
 who,-4.9850388,6,96
 warm,-15.369222,10,96
ly,-2.7234554,15,96
 the,-7.3487334,17,96
 teacher,-8.674506,21,96
 congratulated,-8.827146,29,96
 the,-2.3392437,43,96
 couple,-6.677721,47,96
 in,-4.0720043,54,96
 front,-2.1991048,57,96
 of,-0.15541568,63,96
 the,-1.0289127,66,96
 children,-5.3519635,70,96
 at,-4.6270595,79,96
 school,-2.8527803,82,96
 .,-6.204449,89,96
I,,0,97
 know,-4.2626214,1,97
 that,-2.391274,6,97
 warm,-11.528556,11,97
ly,-5.2853746,16,97
 the,-6.9358544,18,97
 teacher,-7.7572546,22,97
 congratulated,-7.9882846,30,97
 the,-1.8697742,44,97
 couple,-7.2101197,48,97
 in,-4.001995,55,97
 front,-2.1216223,58,97
 of,-0.08416592,64,97
 the,-0.93121547,67,97
 children,-5.1049876,71,97
 at,-4.907554,80,97
 school,-2.3213277,83,97
 .,-6.2809405,90,97
I,,0,98
 know,-4.2627997,1,98
 who,-4.9891376,6,98
 warm,-15.356755,10,98
ly,-2.734153,15,98
 the,-7.351804,17,98
 teacher,-8.6595125,21,98
 congratulated,-8.809591,29,98
 in,-4.139673,43,98
 front,-3.4107165,46,98
 of,-0.04618268,52,98
 the,-0.8153847,55,98
 children,-5.2876625,59,98
 at,-4.6718388,68,98
 school,-3.284487,71,98
 .,-6.240698,78,98
I,,0,99
 know,-4.2628074,1,99
 that,-2.390919,6,99
 warm,-11.529791,11,99
ly,-5.26535,16,99
 the,-6.930914,18,99
 teacher,-7.758423,22,99
 congratulated,-7.9687653,30,99
 in,-4.9250135,44,99
 front,-5.569761,47,99
 of,-0.018718567,53,99
 the,-0.547745,56,99
 children,-5.329147,60,99
 at,-5.353275,69,99
 school,-3.1420827,72,99
 .,-6.035631,79,99
You,,0,100
 know,-3.1659005,3,100
 who,-4.1581764,8,100
 gr,-11.803276,12,100
aciously,-2.7051024,15,100
 the,-9.803467,23,100
 journalist,-10.076829,27,100
 introduced,-8.120294,38,100
 her,-3.436391,49,100
 friend,-4.081922,53,100
 to,-0.8447162,60,100
 her,-2.7997696,63,100
 family,-4.6932454,67,100
 last,-6.8445745,74,100
 year,-1.9690242,79,100
 .,-7.176328,84,100
You,,0,101
 know,-3.1654954,3,101
 that,-2.8817647,8,101
 gr,-9.872167,13,101
aciously,-6.826726,16,101
 the,-6.0182953,24,101
 journalist,-10.533487,28,101
 introduced,-9.250563,39,101
 her,-4.107451,50,101
 friend,-4.9775305,54,101
 to,-1.4298265,61,101
 her,-3.0536766,64,101
 family,-4.4481463,68,101
 last,-6.7341337,75,101
 year,-2.0789225,80,101
 .,-7.1687436,85,101
You,,0,102
 know,-3.1656008,3,102
 who,-4.159952,8,102
 gr,-11.802091,12,102
aciously,-2.7128465,15,102
 the,-9.79129,23,102
 journalist,-10.092645,27,102
 introduced,-8.12434,38,102
 to,-2.6923344,49,102
 her,-3.2597413,52,102
 family,-4.6342087,56,102
 last,-5.8303466,63,102
 year,-1.6396049,68,102
 .,-7.968918,73,102
You,,0,103
 know,-3.165966,3,103
 that,-2.87814,8,103
 gr,-9.865858,13,103
aciously,-6.8177605,16,103
 the,-6.009555,24,103
 journalist,-10.549964,28,103
 introduced,-9.246039,39,103
 to,-3.4383159,50,103
 her,-5.430502,53,103
 family,-5.3608017,57,103
 last,-7.1150265,64,103
 year,-1.9145561,69,103
 .,-6.983197,74,103
She,,0,104
 knows,-5.945336,3,104
 who,-4.21858,9,104
 warm,-14.871268,13,104
ly,-2.6059902,18,104
 the,-6.270107,20,104
 young,-5.662148,24,104
 man,-1.9011413,30,104
 waited,-8.144195,34,104
 for,-0.97427684,41,104
 his,-3.2756965,45,104
 date,-7.0135684,49,104
 next,-6.957377,54,104
 to,-0.89010614,59,104
 the,-0.7559098,62,104
 theater,-6.537147,66,104
 last,-6.110481,74,104
 night,-0.7703771,79,104
 .,-6.4019456,85,104
She,,0,105
 knows,-5.945336,3,105
 that,-2.3982558,9,105
 warm,-11.309617,14,105
ly,-5.02402,19,105
 the,-6.8688645,21,105
 young,-5.254237,25,105
 man,-1.7455494,31,105
 waited,-7.98751,35,105
 for,-0.96258646,42,105
 his,-3.0572975,46,105
 date,-7.0154233,50,105
 next,-6.9540467,55,105
 to,-0.37648624,60,105
 the,-0.35846072,63,105
 theater,-6.8406754,67,105
 last,-6.898457,75,105
 night,-0.55141616,80,105
 .,-6.5621686,86,105
She,,0,106
 knows,-5.945079,3,106
